Complex ID,grouping,wiki
364,Zerega Avenue (IRT Pelham Line),https://en.wikipedia.org/wiki/Zerega_Avenue_(IRT_Pelham_Line)
365,Castle Hill Avenue (IRT Pelham Line),https://en.wikipedia.org/wiki/Castle_Hill_Avenue_(IRT_Pelham_Line)
366,Parkchester--East 177th Street (IRT Pelham Line),https://en.wikipedia.org/wiki/Parkchester_(IRT_Pelham_Line)
367,St. Lawrence Avenue (IRT Pelham Line),https://en.wikipedia.org/wiki/St._Lawrence_Avenue_(IRT_Pelham_Line)
368,Morrison Avenue--Soundview (IRT Pelham Line),https://en.wikipedia.org/wiki/Morrison_Avenue%E2%80%93Soundview_(IRT_Pelham_Line)
369,Elder Avenue (IRT Pelham Line),https://en.wikipedia.org/wiki/Elder_Avenue_(IRT_Pelham_Line)
370,Whitlock Avenue (IRT Pelham Line),https://en.wikipedia.org/wiki/Whitlock_Avenue_(IRT_Pelham_Line)
371,Hunts Point Avenue (IRT Pelham Line),https://en.wikipedia.org/wiki/Hunts_Point_Avenue_(IRT_Pelham_Line)
372,Longwood Avenue (IRT Pelham Line),https://en.wikipedia.org/wiki/Longwood_Avenue_(IRT_Pelham_Line)
373,East 149th Street (IRT Pelham Line),https://en.wikipedia.org/wiki/East_149th_Street_(IRT_Pelham_Line)
374,East 143rd Street--St. Mary's Street (IRT Pelham Line),https://en.wikipedia.org/wiki/East_143rd_Street%E2%80%93St._Mary%27s_Street_(IRT_Pelham_Line)
375,Cypress Avenue (IRT Pelham Line),https://en.wikipedia.org/wiki/Cypress_Avenue_(IRT_Pelham_Line)
376,Brook Avenue (IRT Pelham Line),https://en.wikipedia.org/wiki/Brook_Avenue_(IRT_Pelham_Line)
377,Third Avenue--138th Street (IRT Pelham Line),https://en.wikipedia.org/wiki/Third_Avenue%E2%80%93138th_Street_(IRT_Pelham_Line)
378,Woodlawn--Jerome Avenue (IRT Jerome Avenue Line),https://en.wikipedia.org/wiki/Woodlawn_(IRT_Jerome_Avenue_Line)
379,Mosholu Parkway (IRT Jerome Avenue Line),https://en.wikipedia.org/wiki/Mosholu_Parkway_(IRT_Jerome_Avenue_Line)
380,Bedford Park Boulevard--Lehman College (IRT Jerome Avenue Line),https://en.wikipedia.org/wiki/Bedford_Park_Boulevard%E2%80%93Lehman_College_(IRT_Jerome_Avenue_Line)
381,Kingsbridge Road (IRT Jerome Avenue Line),https://en.wikipedia.org/wiki/Kingsbridge_Road_(IRT_Jerome_Avenue_Line)
382,Fordham Road (IRT Jerome Avenue Line),https://en.wikipedia.org/wiki/Fordham_Road_(IRT_Jerome_Avenue_Line)
383,183rd Street (IRT Jerome Avenue Line),https://en.wikipedia.org/wiki/183rd_Street_(IRT_Jerome_Avenue_Line)
384,Burnside Avenue (IRT Jerome Avenue Line),https://en.wikipedia.org/wiki/Burnside_Avenue_(IRT_Jerome_Avenue_Line)
385,176th Street (IRT Jerome Avenue Line),https://en.wikipedia.org/wiki/176th_Street_(IRT_Jerome_Avenue_Line)
386,Mount Eden Avenue (IRT Jerome Avenue Line),https://en.wikipedia.org/wiki/Mount_Eden_Avenue_(IRT_Jerome_Avenue_Line)
387,170th Street (IRT Jerome Avenue Line),https://en.wikipedia.org/wiki/170th_Street_(IRT_Jerome_Avenue_Line)
388,167th Street (IRT Jerome Avenue Line),https://en.wikipedia.org/wiki/167th_Street_(IRT_Jerome_Avenue_Line)
391,138th Street--Grand Concourse (IRT Jerome Avenue Line),https://en.wikipedia.org/wiki/138th_Street%E2%80%93Grand_Concourse_(IRT_Jerome_Avenue_Line)
392,125th Street (IRT Lexington Avenue Line),https://en.wikipedia.org/wiki/125th_Street_(IRT_Lexington_Avenue_Line)
393,116th Street (IRT Lexington Avenue Line),https://en.wikipedia.org/wiki/116th_Street_(IRT_Lexington_Avenue_Line)
394,110th Street (IRT Lexington Avenue Line),https://en.wikipedia.org/wiki/110th_Street_(IRT_Lexington_Avenue_Line)
395,103rd Street (IRT Lexington Avenue Line),https://en.wikipedia.org/wiki/103rd_Street_(IRT_Lexington_Avenue_Line)
396,96th Street (IRT Lexington Avenue Line),https://en.wikipedia.org/wiki/96th_Street_(IRT_Lexington_Avenue_Line)
397,86th Street (IRT Lexington Avenue Line),https://en.wikipedia.org/wiki/86th_Street_(IRT_Lexington_Avenue_Line)
398,77th Street--Lenox Hill Hospital (IRT Lexington Avenue Line),https://en.wikipedia.org/wiki/77th_Street_(IRT_Lexington_Avenue_Line)
399,68th Street--Hunter College (IRT Lexington Avenue Line),https://en.wikipedia.org/wiki/68th_Street%E2%80%93Hunter_College_(IRT_Lexington_Avenue_Line)
403,33rd Street (IRT Lexington Avenue Line),https://en.wikipedia.org/wiki/33rd_Street_(IRT_Lexington_Avenue_Line)
404,28th Street (IRT Lexington Avenue Line),https://en.wikipedia.org/wiki/28th_Street_(IRT_Lexington_Avenue_Line)
405,23rd Street (IRT Lexington Avenue Line),https://en.wikipedia.org/wiki/23rd_Street_(IRT_Lexington_Avenue_Line)
407,Astor Place--Cooper Union (IRT Lexington Avenue Line),https://en.wikipedia.org/wiki/Astor_Place_(IRT_Lexington_Avenue_Line)
409,Spring Street (IRT Lexington Avenue Line),https://en.wikipedia.org/wiki/Spring_Street_(IRT_Lexington_Avenue_Line)
413,Wall Street (IRT Lexington Avenue Line),https://en.wikipedia.org/wiki/Wall_Street_(IRT_Lexington_Avenue_Line)
414,Bowling Green (IRT Lexington Avenue Line),https://en.wikipedia.org/wiki/Bowling_Green_(IRT_Lexington_Avenue_Line)
